任务ID(末3位是任务的id，前面位表示归属的目标id，1001001即目标id=1001、任务id=1),归属目标(SurviveObjectiveDef的ID),名称,描述(加上@1会显示任务计数，使用@item_道具id#添加可查看详情的道具),任务追踪框描述(使用@item_道具id#添加道具文本，默认颜色#cfa7a0f),任务完成事件类型【1自动完成，2破坏方块，3获得道具，4加工道具，5冶炼道具，6道具损坏，7使用道具，8击败生物，9繁殖生物，10驯服生物，11玩家死亡，12（未用），13设置复活点，14抵达生态，15生存时间，16跳过夜晚，17方块交互(手持GoalID1:item点GoalID2:item，GoalID1=0为直接点击方块，GoalID2=0为放置方块)，18符文镶嵌(消耗指定符文石道具)，19修复道具，20烹饪道具，21施肥，22生物交互(手持GoalID1:item点GoalID2:monster，GoalID1=0为直接点击生物，不允许GoalID2=0)，23NPC交易，24游戏开始完成，25抵达星球，26编书，27钓鱼，28拆书，29符文镶嵌(消耗指定副材料道具)，30（未用），31符文镶嵌(获得指定效果类型EnchantType)，32种植，33放置方块（A放在B顶面），34穿戴装备】,任务完成对象(道具：I_itemID(若使用组则填“IG_道具ID”)、生物：M_monsterID、生态：B_biometypename、星球：P_planet(0=迷拉星，1=烈焰星，2=萌眼星)、T_tunestoneEnchantType，0代表任意),任务完成对象交互对象(17、22类型的任务需要配置Goal ID1和Goal ID2，使用1去交互2),任务完成对象所需数值,X轴(在任务展示框中的横轴坐标),Y轴(在任务展示框中的纵轴坐标),前置任务ID1,前置任务ID2,前置任务ID3,前置任务ID4,前置任务ID5,自动跟踪下个任务ID,任务奖励类型(0道具，1星星),任务奖励(奖励为星星则不填或填0),奖励数量,奖励发放类型(1=自动发放 2=手动领取),任务icon(填写“id”，获取显示对应item的图标，填写“#id”表示使用生物头像，路径：Assetruntime\Assets\Resources\ui\roles),指引图片(读取Assetruntime\Assets\Resources\ui\survivetaskguide目录下的文件名),旧版成就ID(对应achievement.csv)
3001038,3001,吹箭筒Ⅱ,加工@item_12288#@1#r(@item_251#需要到竹林盆地中寻找),加工@item_12288#@1,4,I_12288,,20,2,7,,,,,,3001039,0,710,10,2,12288,,
3001039,3001,蜂刺飞镖Ⅰ,加工@item_12289#@1,加工@item_12289#@1,4,I_12289,,50,4,7,,,,,,3001040,0,11313,32,2,12289,,
3001040,3001,蜂刺飞镖Ⅱ,加工@item_12289#@1,加工@item_12289#@1,4,I_12289,,100,5,7,,,,,,3001041,0,11313,64,2,12289,,
3001041,3001,水压炮Ⅰ,加工@item_11649#@1,加工@item_11649#@1,4,I_11649,,3,7,7,,,,,,3001042,0,11209,5,2,11649,,
3001042,3001,水压炮Ⅱ,加工@item_11649#@1,加工@item_11649#@1,4,I_11649,,20,8,7,,,,,,3001043,0,11209,10,2,11649,,
3001043,3001,鲨鱼弓Ⅰ,加工@item_12061#@1,加工@item_12061#@1,4,I_12061,,3,1,8,,,,,,3001044,0,11330,5,2,12061,,
3001044,3001,鲨鱼弓Ⅱ,加工@item_12061#@1,加工@item_12061#@1,4,I_12061,,20,2,8,,,,,,3001045,0,11330,10,2,12061,,
3001045,3001,海洋箭Ⅰ,加工@item_12062#@1,加工@item_12062#@1,4,I_12062,,50,4,8,,,,,,3001046,0,12717,32,2,12062,,
3001046,3001,海洋箭Ⅱ,加工@item_12062#@1,加工@item_12062#@1,4,I_12062,,100,5,8,,,,,,3002001,0,12717,64,2,12062,,
3002001,3002,皮头盔Ⅰ,加工@item_12201#@1,加工@item_12201#@1,4,I_12201,,1,1,1,,,,,,3002002,0,11307,3,2,12201,,
3002002,3002,皮头盔Ⅱ,加工@item_12201#@1,加工@item_12201#@1,4,I_12201,,10,2,1,,,,,,3002003,0,11307,10,2,12201,,
3002003,3002,皮胸甲Ⅰ,加工@item_12202#@1,加工@item_12202#@1,4,I_12202,,1,4,1,,,,,,3002004,0,11307,3,2,12202,,
3002004,3002,皮胸甲Ⅱ,加工@item_12202#@1,加工@item_12202#@1,4,I_12202,,10,5,1,,,,,,3002005,0,11307,10,2,12202,,
3002005,3002,皮护腿Ⅰ,加工@item_12203#@1,加工@item_12203#@1,4,I_12203,,1,7,1,,,,,,3002006,0,11307,3,2,12203,,
3002006,3002,皮护腿Ⅱ,加工@item_12203#@1,加工@item_12203#@1,4,I_12203,,10,8,1,,,,,,3002007,0,11307,10,2,12203,,
3002007,3002,皮靴子Ⅰ,加工@item_12204#@1,加工@item_12204#@1,4,I_12204,,1,10,1,,,,,,3002008,0,11307,3,2,12204,,
3002008,3002,皮靴子Ⅱ,加工@item_12204#@1,加工@item_12204#@1,4,I_12204,,10,11,1,,,,,,3002009,0,11307,10,2,12204,,
3002009,3002,黄铜头盔Ⅰ,加工@item_12216#@1,加工@item_12216#@1,4,I_12216,,1,1,2,,,,,,3002010,0,11329,3,2,12216,,1299
3002010,3002,黄铜头盔Ⅱ,加工@item_12216#@1,加工@item_12216#@1,4,I_12216,,10,2,2,,,,,,3002011,0,11329,10,2,12216,,
3002011,3002,黄铜胸甲Ⅰ,加工@item_12217#@1,加工@item_12217#@1,4,I_12217,,1,4,2,,,,,,3002012,0,11329,3,2,12217,,1303
3002012,3002,黄铜胸甲Ⅱ,加工@item_12217#@1,加工@item_12217#@1,4,I_12217,,10,5,2,,,,,,3002013,0,11329,10,2,12217,,
3002013,3002,黄铜护腿Ⅰ,加工@item_12218#@1,加工@item_12218#@1,4,I_12218,,1,7,2,,,,,,3002014,0,11329,3,2,12218,,1307
3002014,3002,黄铜护腿Ⅱ,加工@item_12218#@1,加工@item_12218#@1,4,I_12218,,10,8,2,,,,,,3002015,0,11329,10,2,12218,,
3002015,3002,黄铜靴子Ⅰ,加工@item_12219#@1,加工@item_12219#@1,4,I_12219,,1,10,2,,,,,,3002016,0,11329,3,2,12219,,1311
3002016,3002,黄铜靴子Ⅱ,加工@item_12219#@1,加工@item_12219#@1,4,I_12219,,10,11,2,,,,,,3002017,0,11329,10,2,12219,,
3002017,3002,秘银头盔Ⅰ,加工@item_12221#@1,加工@item_12221#@1,4,I_12221,,1,1,3,,,,,,3002018,0,11209,3,2,12221,,1300
3002018,3002,秘银头盔Ⅱ,加工@item_12221#@1,加工@item_12221#@1,4,I_12221,,10,2,3,,,,,,3002019,0,11209,10,2,12221,,
3002019,3002,秘银胸甲Ⅰ,加工@item_12222#@1,加工@item_12222#@1,4,I_12222,,1,4,3,,,,,,3002020,0,11209,3,2,12222,,1304
3002020,3002,秘银胸甲Ⅱ,加工@item_12222#@1,加工@item_12222#@1,4,I_12222,,10,5,3,,,,,,3002021,0,11209,10,2,12222,,
3002021,3002,秘银护腿Ⅰ,加工@item_12223#@1,加工@item_12223#@1,4,I_12223,,1,7,3,,,,,,3002022,0,11209,3,2,12223,,1308
3002022,3002,秘银护腿Ⅱ,加工@item_12223#@1,加工@item_12223#@1,4,I_12223,,10,8,3,,,,,,3002023,0,11209,10,2,12223,,
3002023,3002,秘银靴子Ⅰ,加工@item_12224#@1,加工@item_12224#@1,4,I_12224,,1,10,3,,,,,,3002024,0,11209,3,2,12224,,1312
3002024,3002,秘银靴子Ⅱ,加工@item_12224#@1,加工@item_12224#@1,4,I_12224,,10,11,3,,,,,,3002025,0,11209,10,2,12224,,
3002025,3002,链甲头盔Ⅰ,加工@item_12211#@1,加工@item_12211#@1,4,I_12211,,1,1,4,,,,,,3002026,0,11511,3,2,12211,,
3002026,3002,链甲头盔Ⅱ,加工@item_12211#@1,加工@item_12211#@1,4,I_12211,,10,2,4,,,,,,3002027,0,11511,10,2,12211,,
3002027,3002,链甲胸甲Ⅰ,加工@item_12212#@1,加工@item_12212#@1,4,I_12212,,1,4,4,,,,,,3002028,0,11511,3,2,12212,,
3002028,3002,链甲胸甲Ⅱ,加工@item_12212#@1,加工@item_12212#@1,4,I_12212,,10,5,4,,,,,,3002029,0,11511,10,2,12212,,
3002029,3002,链甲护腿Ⅰ,加工@item_12213#@1,加工@item_12213#@1,4,I_12213,,1,7,4,,,,,,3002030,0,11511,3,2,12213,,
3002030,3002,链甲护腿Ⅱ,加工@item_12213#@1,加工@item_12213#@1,4,I_12213,,10,8,4,,,,,,3002031,0,11511,10,2,12213,,
3002031,3002,链甲靴子Ⅰ,加工@item_12214#@1,加工@item_12214#@1,4,I_12214,,1,10,4,,,,,,3002032,0,11511,3,2,12214,,
3002032,3002,链甲靴子Ⅱ,加工@item_12214#@1,加工@item_12214#@1,4,I_12214,,10,11,4,,,,,,3002033,0,11511,10,2,12214,,
3002033,3002,钛金头盔Ⅰ,加工@item_12231#@1,加工@item_12231#@1,4,I_12231,,1,1,5,,,,,,3002034,0,11330,3,2,12231,,1301
3002034,3002,钛金头盔Ⅱ,加工@item_12231#@1,加工@item_12231#@1,4,I_12231,,10,2,5,,,,,,3002035,0,11330,10,2,12231,,
3002035,3002,钛金胸甲Ⅰ,加工@item_12232#@1,加工@item_12232#@1,4,I_12232,,1,4,5,,,,,,3002036,0,11330,3,2,12232,,1305
3002036,3002,钛金胸甲Ⅱ,加工@item_12232#@1,加工@item_12232#@1,4,I_12232,,10,5,5,,,,,,3002037,0,11330,10,2,12232,,
3002037,3002,钛金护腿Ⅰ,加工@item_12233#@1,加工@item_12233#@1,4,I_12233,,1,7,5,,,,,,3002038,0,11330,3,2,12233,,1309
3002038,3002,钛金护腿Ⅱ,加工@item_12233#@1,加工@item_12233#@1,4,I_12233,,10,8,5,,,,,,3002039,0,11330,10,2,12233,,
3002039,3002,钛金靴子Ⅰ,加工@item_12234#@1,加工@item_12234#@1,4,I_12234,,1,10,5,,,,,,3002040,0,11330,3,2,12234,,1313
3002040,3002,钛金靴子Ⅱ,加工@item_12234#@1,加工@item_12234#@1,4,I_12234,,10,11,5,,,,,,3002041,0,11330,10,2,12234,,
3002041,3002,钨金头盔Ⅰ,加工@item_12241#@1,加工@item_12241#@1,4,I_12241,,1,1,6,,,,,,3002042,0,11203,3,2,12241,,1302
3002042,3002,钨金头盔Ⅱ,加工@item_12241#@1,加工@item_12241#@1,4,I_12241,,10,2,6,,,,,,3002043,0,11203,10,2,12241,,
3002043,3002,钨金胸甲Ⅰ,加工@item_12242#@1,加工@item_12242#@1,4,I_12242,,1,4,6,,,,,,3002044,0,11203,3,2,12242,,1306
3002044,3002,钨金胸甲Ⅱ,加工@item_12242#@1,加工@item_12242#@1,4,I_12242,,10,5,6,,,,,,3002045,0,11203,10,2,12242,,
3002045,3002,钨金护腿Ⅰ,加工@item_12243#@1,加工@item_12243#@1,4,I_12243,,1,7,6,,,,,,3002046,0,11203,3,2,12243,,1310
3002046,3002,钨金护腿Ⅱ,加工@item_12243#@1,加工@item_12243#@1,4,I_12243,,10,8,6,,,,,,3002047,0,11203,10,2,12243,,
3002047,3002,钨金靴子Ⅰ,加工@item_12244#@1,加工@item_12244#@1,4,I_12244,,1,10,6,,,,,,3002048,0,11203,3,2,12244,,1314
3002048,3002,钨金靴子Ⅱ,加工@item_12244#@1,加工@item_12244#@1,4,I_12244,,10,11,6,,,,,,3002049,0,11203,10,2,12244,,
3002049,3002,潜水面罩Ⅰ,加工@item_11642#@1,加工@item_11642#@1,4,I_11642,,1,1,7,,,,,,3002050,0,11329,3,2,11642,,
3002050,3002,潜水面罩Ⅱ,加工@item_11642#@1,加工@item_11642#@1,4,I_11642,,10,2,7,,,,,,3002051,0,11329,10,2,11642,,
3002051,3002,潜水服Ⅰ,加工@item_11643#@1,加工@item_11643#@1,4,I_11643,,1,4,7,,,,,,3002052,0,11329,3,2,11643,,
3002052,3002,潜水服Ⅱ,加工@item_11643#@1,加工@item_11643#@1,4,I_11643,,10,5,7,,,,,,3002053,0,11329,10,2,11643,,
3002053,3002,潜水脚蹼Ⅰ,加工@item_11644#@1,加工@item_11644#@1,4,I_11644,,1,7,7,,,,,,3002054,0,11329,3,2,11644,,
3002054,3002,潜水脚蹼Ⅱ,加工@item_11644#@1,加工@item_11644#@1,4,I_11644,,10,8,7,,,,,,3002055,0,11329,10,2,11644,,
3002055,3002,氧气面罩Ⅰ,加工@item_12276#@1,加工@item_12276#@1,4,I_12276,,1,10,7,,,,,,3002056,0,12600,3,2,12276,,
3002056,3002,氧气面罩Ⅱ,加工@item_12276#@1,加工@item_12276#@1,4,I_12276,,10,11,7,,,,,,3002057,0,12600,10,2,12276,,
3002057,3002,高级潜水面罩Ⅰ,加工@item_11645#@1,加工@item_11645#@1,4,I_11645,,1,1,8,,,,,,3002058,0,11209,3,2,11645,,
3002058,3002,高级潜水面罩Ⅱ,加工@item_11645#@1,加工@item_11645#@1,4,I_11645,,10,2,8,,,,,,3002059,0,11209,10,2,11645,,
3002059,3002,高级潜水服Ⅰ,加工@item_11646#@1,加工@item_11646#@1,4,I_11646,,1,4,8,,,,,,3002060,0,11209,3,2,11646,,
3002060,3002,高级潜水服Ⅱ,加工@item_11646#@1,加工@item_11646#@1,4,I_11646,,10,5,8,,,,,,3002061,0,11209,10,2,11646,,
3002061,3002,高级潜水脚蹼Ⅰ,加工@item_11647#@1,加工@item_11647#@1,4,I_11647,,1,7,8,,,,,,3002062,0,11209,3,2,11647,,
3002062,3002,高级潜水脚蹼Ⅱ,加工@item_11647#@1,加工@item_11647#@1,4,I_11647,,10,8,8,,,,,,3002063,0,11209,10,2,11647,,
3002063,3002,氧气背包Ⅰ,加工@item_12275#@1,加工@item_12275#@1,4,I_12275,,1,10,8,,,,,,3002064,0,1047,1,2,12275,,
3002064,3002,氧气背包Ⅱ,加工@item_12275#@1,加工@item_12275#@1,4,I_12275,,10,11,8,,,,,,3002065,0,1047,5,2,12275,,
3002065,3002,花冠Ⅰ,加工@item_11228#@1,加工@item_11228#@1,4,I_11228,,1,1,9,,,,,,3002066,0,300,3,2,11228,,
3002066,3002,花冠Ⅱ,加工@item_11228#@1,加工@item_11228#@1,4,I_11228,,10,2,9,,,,,,3002067,0,300,10,2,11228,,
3002067,3002,幸运花冠Ⅰ,加工@item_11650#@1#r(在海中的红土岛上能够找到@item_1186#),加工@item_11650#@1,4,I_11650,,1,4,9,,,,,,3002068,0,1186,1,2,11650,,
3002068,3002,幸运花冠Ⅱ,加工@item_11650#@1#r(在海中的红土岛上能够找到@item_1186#),加工@item_11650#@1,4,I_11650,,10,5,9,,,,,,3002069,0,1186,5,2,11650,,
3002069,3002,皮披风Ⅰ,加工@item_12205#@1,加工@item_12205#@1,4,I_12205,,1,7,9,,,,,,3002070,0,11307,3,2,12205,,
3002070,3002,皮披风Ⅱ,加工@item_12205#@1,加工@item_12205#@1,4,I_12205,,10,8,9,,,,,,3002071,0,11307,10,2,12205,,
3002071,3002,炽炎披风Ⅰ,加工@item_12206#@1,加工@item_12206#@1,4,I_12206,,1,10,9,,,,,,3002072,0,11207,3,2,12206,,
3002072,3002,炽炎披风Ⅱ,加工@item_12206#@1,加工@item_12206#@1,4,I_12206,,10,11,9,,,,,,3002073,0,11207,10,2,12206,,
3002073,3002,钨金披风Ⅰ,加工@item_12207#@1,加工@item_12207#@1,4,I_12207,,1,1,10,,,,,,3002074,0,11203,3,2,12207,,
3002074,3002,钨金披风Ⅱ,加工@item_12207#@1,加工@item_12207#@1,4,I_12207,,10,2,10,,,,,,3002075,0,11203,10,2,12207,,
3002075,3002,缠丝玛瑙披风Ⅰ,加工@item_12208#@1,加工@item_12208#@1,4,I_12208,,1,4,10,,,,,,3002076,0,11511,3,2,12208,,
3002076,3002,缠丝玛瑙披风Ⅱ,加工@item_12208#@1,加工@item_12208#@1,4,I_12208,,10,5,10,,,,,,3002077,0,11511,10,2,12208,,
3002077,3002,秘银披风Ⅰ,加工@item_12209#@1,加工@item_12209#@1,4,I_12209,,1,7,10,,,,,,3002078,0,11209,3,2,12209,,
3002078,3002,秘银披风Ⅱ,加工@item_12209#@1,加工@item_12209#@1,4,I_12209,,10,8,10,,,,,,3002079,0,11209,10,2,12209,,
3002079,3002,熔岩披风Ⅰ,加工@item_12210#@1#r(@item_11222#需要击败熔岩黑龙才能获得),加工@item_12210#@1,4,I_12210,,1,10,10,,,,,,3002080,1,0,1,2,12210,,
3002080,3002,熔岩披风Ⅱ,加工@item_12210#@1#r(@item_11222#需要击败熔岩黑龙才能获得),加工@item_12210#@1,4,I_12210,,3,11,10,,,,,,3002081,1,0,3,2,12210,,
3002081,3002,防沙披风,加工@item_11639#@1#r(在沙漠中很有可能会遇到沙尘暴，想要在沙尘暴中行走那就少不了@item_11639#),加工@item_11639#@1,4,I_11639,,10,1,11,,,,,,3002082,0,11307,10,2,11639,,
3002082,3002,防火背包,加工@item_12277#@1#r(想要适应烈焰星的高温，@item_12277#非常重要),加工@item_12277#@1,4,I_12277,,10,2,11,,,,,,3003001,0,11307,10,2,12277,,
3003001,3003,低级攻击符文Ⅰ,在@item_785#给任意武器镶嵌@item_11603#@1,镶嵌@item_11603#@1,18,I_11603,,30,1,1,,,,,,3003002,0,11606,10,2,11603,,
3003002,3003,低级攻击符文Ⅱ,在@item_785#给任意武器镶嵌@item_11603#@1,镶嵌@item_11603#@1,18,I_11603,,300,2,1,,,,,,3003003,1,0,1,2,11603,,
3003003,3003,中级攻击符文Ⅰ,在@item_785#给任意武器镶嵌@item_11604#@1,镶嵌@item_11604#@1,18,I_11604,,20,4,1,,,,,,3003004,0,11607,10,2,11604,,
3003004,3003,中级攻击符文Ⅱ,在@item_785#给任意武器镶嵌@item_11604#@1,镶嵌@item_11604#@1,18,I_11604,,200,5,1,,,,,,3003005,1,0,1,2,11604,,
3003005,3003,高级攻击符文Ⅰ,在@item_785#给任意武器镶嵌@item_11605#@1,镶嵌@item_11605#@1,18,I_11605,,10,7,1,,,,,,3003006,0,11608,10,2,11605,,
3003006,3003,高级攻击符文Ⅱ,在@item_785#给任意武器镶嵌@item_11605#@1,镶嵌@item_11605#@1,18,I_11605,,100,8,1,,,,,,3003007,1,0,1,2,11605,,
3003007,3003,低级防御符文Ⅰ,在@item_785#给任意装备镶嵌@item_11606#@1,镶嵌@item_11606#@1,18,I_11606,,30,1,2,,,,,,3003008,0,11609,10,2,11606,,
3003008,3003,低级防御符文Ⅱ,在@item_785#给任意装备镶嵌@item_11606#@1,镶嵌@item_11606#@1,18,I_11606,,300,2,2,,,,,,3003009,1,0,1,2,11606,,
3003009,3003,中级防御符文Ⅰ,在@item_785#给任意装备镶嵌@item_11607#@1,镶嵌@item_11607#@1,18,I_11607,,20,4,2,,,,,,3003010,0,11610,10,2,11607,,
3003010,3003,中级防御符文Ⅱ,在@item_785#给任意装备镶嵌@item_11607#@1,镶嵌@item_11607#@1,18,I_11607,,200,5,2,,,,,,3003011,1,0,1,2,11607,,
3003011,3003,高级防御符文Ⅰ,在@item_785#给任意装备镶嵌@item_11608#@1,镶嵌@item_11608#@1,18,I_11608,,10,7,2,,,,,,3003012,0,11611,10,2,11608,,
3003012,3003,高级防御符文Ⅱ,在@item_785#给任意装备镶嵌@item_11608#@1,镶嵌@item_11608#@1,18,I_11608,,100,8,2,,,,,,3003013,1,0,1,2,11608,,
3003013,3003,低级效率符文Ⅰ,在@item_785#给任意工具镶嵌@item_11609#@1,镶嵌@item_11609#@1,18,I_11609,,30,1,3,,,,,,3003014,0,11603,10,2,11609,,
3003014,3003,低级效率符文Ⅱ,在@item_785#给任意工具镶嵌@item_11609#@1,镶嵌@item_11609#@1,18,I_11609,,300,2,3,,,,,,3003015,1,0,1,2,11609,,
3003015,3003,中级效率符文Ⅰ,在@item_785#给任意工具镶嵌@item_11610#@1,镶嵌@item_11610#@1,18,I_11610,,20,4,3,,,,,,3003016,0,11604,10,2,11610,,
3003016,3003,中级效率符文Ⅱ,在@item_785#给任意工具镶嵌@item_11610#@1,镶嵌@item_11610#@1,18,I_11610,,200,5,3,,,,,,3003017,1,0,1,2,11610,,
3003017,3003,高级效率符文Ⅰ,在@item_785#给任意工具镶嵌@item_11611#@1,镶嵌@item_11611#@1,18,I_11611,,10,7,3,,,,,,3003018,0,11605,10,2,11611,,
3003018,3003,高级效率符文Ⅱ,在@item_785#给任意工具镶嵌@item_11611#@1,镶嵌@item_11611#@1,18,I_11611,,100,8,3,,,,,,3003019,1,0,1,2,11611,,
3003019,3003,万能激活石Ⅰ,在@item_785#给任意武器、装备或工具镶嵌@item_11612#@1,镶嵌@item_11612#@1,18,I_11612,,10,1,4,,,,,,3003020,0,11612,10,2,11612,,
3003020,3003,万能激活石Ⅱ,在@item_785#给任意武器、装备或工具镶嵌@item_11612#@1,镶嵌@item_11612#@1,18,I_11612,,100,2,4,,,,,,3004001,1,0,1,2,11612,,
3004001,3004,野人战士公敌Ⅰ,击败野人战士@1#r(晚上的野人战士异常活跃，白天则会打瞌睡),击败野人战士@1,8,M_3101,,1,1,1,,,,,,3004002,0,200012,1,2,#3101,3004001,1080
3004002,3004,野人战士公敌Ⅱ,击败野人战士@1#r(晚上的野人战士异常活跃，白天则会打瞌睡),击败野人战士@1,8,M_3101,,200,2,1,,,,,,3004003,0,200013,1,2,#3101,3004001,1080
3004003,3004,野人战士公敌Ⅲ,击败野人战士@1#r(晚上的野人战士异常活跃，白天则会打瞌睡),击败野人战士@1,8,M_3101,,1000,3,1,,,,,,3004004,0,200014,1,2,#3101,3004001,
3004004,3004,野人投矛手公敌Ⅰ,击败野人投矛手@1#r(野人投矛手的习性和野人战士一样，但是小心它的矛，注意寻找掩体),击败野人投矛手@1,8,M_3105,,1,5,1,,,,,,3004005,0,200018,1,2,#3105,3004004,1078
3004005,3004,野人投矛手公敌Ⅱ,击败野人投矛手@1#r(野人投矛手的习性和野人战士一样，但是小心它的矛，注意寻找掩体),击败野人投矛手@1,8,M_3105,,200,6,1,,,,,,3004006,0,200019,1,2,#3105,3004004,1078
3004006,3004,野人投矛手公敌Ⅲ,击败野人投矛手@1#r(野人投矛手的习性和野人战士一样，但是小心它的矛，注意寻找掩体),击败野人投矛手@1,8,M_3105,,1000,7,1,,,,,,3004007,0,200020,1,2,#3105,3004004,
3004007,3004,野萌宝公敌Ⅰ,击败野萌宝@1#r(野萌宝非常调皮，偶尔可能会乱按开关、破坏庄稼),击败野萌宝@1,8,M_3102,,1,9,1,,,,,,3004008,0,200021,1,2,#3102,3004007,
3004008,3004,野萌宝公敌Ⅱ,击败野萌宝@1#r(野萌宝非常调皮，偶尔可能会乱按开关、破坏庄稼),击败野萌宝@1,8,M_3102,,100,10,1,,,,,,3004009,0,200022,1,2,#3102,3004007,
3004009,3004,野萌宝公敌Ⅲ,击败野萌宝@1#r(野萌宝非常调皮，偶尔可能会乱按开关、破坏庄稼),击败野萌宝@1,8,M_3102,,500,11,1,,,,,,3004010,0,200023,1,2,#3102,3004007,
3004010,3004,野人祭司公敌Ⅰ,击败野人祭司@1#r(野人祭司一般生活在雨林中，能够脱离重力束缚飞在天上，手中的法杖能够发射法球，应对时注意寻找掩体),击败野人祭司@1,8,M_3877,,1,1,2,,,,,,3004011,0,200015,1,2,#3877,3004010,
3004011,3004,野人祭司公敌Ⅱ,击败野人祭司@1#r(野人祭司一般生活在雨林中，能够脱离重力束缚飞在天上，手中的法杖能够发射法球，应对时注意寻找掩体),击败野人祭司@1,8,M_3877,,50,2,2,,,,,,3004012,0,200016,1,2,#3877,3004010,
3004012,3004,野人祭司公敌Ⅲ,击败野人祭司@1#r(野人祭司一般生活在雨林中，能够脱离重力束缚飞在天上，手中的法杖能够发射法球，应对时注意寻找掩体),击败野人祭司@1,8,M_3877,,300,3,2,,,,,,3004013,0,200017,1,2,#3877,3004010,
3004013,3004,毒素野人祭司公敌Ⅰ,击败毒素野人祭司@1#r(习性同其他祭司一样，但如果被他的法球打中，就会中毒，要小心),击败毒素野人祭司@1,8,M_3873,,1,5,2,,,,,,3004014,0,200024,1,2,#3873,,
3004014,3004,毒素野人祭司公敌Ⅱ,击败毒素野人祭司@1#r(习性同其他祭司一样，但如果被他的法球打中，就会中毒，要小心),击败毒素野人祭司@1,8,M_3873,,50,6,2,,,,,,3004015,0,200025,1,2,#3873,,
3004015,3004,毒素野人祭司公敌Ⅲ,击败毒素野人祭司@1#r(习性同其他祭司一样，但如果被他的法球打中，就会中毒，要小心),击败毒素野人祭司@1,8,M_3873,,200,7,2,,,,,,3004016,0,200026,1,2,#3873,,
3004016,3004,治疗野人祭司公敌Ⅰ,击败治疗野人祭司@1,击败治疗野人祭司@1,8,M_3874,,1,9,2,,,,,,3004017,0,200027,1,2,#3874,,
3004017,3004,治疗野人祭司公敌Ⅱ,击败治疗野人祭司@1,击败治疗野人祭司@1,8,M_3874,,50,10,2,,,,,,3004018,0,200028,1,2,#3874,,
3004018,3004,治疗野人祭司公敌Ⅲ,击败治疗野人祭司@1,击败治疗野人祭司@1,8,M_3874,,200,11,2,,,,,,3004019,0,200029,1,2,#3874,,
3004019,3004,雷电野人祭司公敌Ⅰ,击败雷电野人祭司@1#r(习性同其他祭司一样，但法球会放出闪电，要非常谨慎应对),击败雷电野人祭司@1,8,M_3875,,1,1,3,,,,,,3004020,0,200030,1,2,#3875,3004019,
3004020,3004,雷电野人祭司公敌Ⅱ,击败雷电野人祭司@1#r(习性同其他祭司一样，但法球会放出闪电，要非常谨慎应对),击败雷电野人祭司@1,8,M_3875,,50,2,3,,,,,,3004021,0,200031,1,2,#3875,3004019,
3004021,3004,雷电野人祭司公敌Ⅲ,击败雷电野人祭司@1#r(习性同其他祭司一样，但法球会放出闪电，要非常谨慎应对),击败雷电野人祭司@1,8,M_3875,,200,3,3,,,,,,3004022,0,200032,1,2,#3875,3004019,
3004022,3004,火焰野人祭司公敌Ⅰ,击败火焰野人祭司@1#r(习性同其他祭司一样，但法球命中会燃起火焰，小心别被烧着了),击败火焰野人祭司@1,8,M_3876,,1,5,3,,,,,,3004023,0,200033,1,2,#3876,3004022,
3004023,3004,火焰野人祭司公敌Ⅱ,击败火焰野人祭司@1#r(习性同其他祭司一样，但法球命中会燃起火焰，小心别被烧着了),击败火焰野人祭司@1,8,M_3876,,50,6,3,,,,,,3004024,0,200034,1,2,#3876,3004022,
3004024,3004,火焰野人祭司公敌Ⅲ,击败火焰野人祭司@1#r(习性同其他祭司一样，但法球命中会燃起火焰，小心别被烧着了),击败火焰野人祭司@1,8,M_3876,,200,7,3,,,,,,3004025,0,200035,1,2,#3876,3004022,
3004025,3004,蝙蝠公敌Ⅰ,击败蝙蝠@1#r(蝙蝠的体积小切行动敏捷，最好等他靠近用近战武器快速解决),击败蝙蝠@1,8,M_3107,,1,9,3,,,,,,3004026,0,200036,1,2,#3107,3004025,
3004026,3004,蝙蝠公敌Ⅱ,击败蝙蝠@1#r(蝙蝠的体积小切行动敏捷，最好等他靠近用近战武器快速解决),击败蝙蝠@1,8,M_3107,,100,10,3,,,,,,3004027,0,200037,1,2,#3107,3004025,
3004027,3004,蝙蝠公敌Ⅲ,击败蝙蝠@1#r(蝙蝠的体积小切行动敏捷，最好等他靠近用近战武器快速解决),击败蝙蝠@1,8,M_3107,,500,11,3,,,,,,3004028,0,200038,1,2,#3107,3004025,
3004028,3004,符文怪公敌Ⅰ,击败符文怪@1#r(符文怪会藏身在符文矿石中，挖取符文矿石时要时刻注意),击败符文怪@1,8,M_3892,,1,1,4,,,,,,3004029,0,200039,1,2,#3892,3004028,
3004029,3004,符文怪公敌Ⅱ,击败符文怪@1#r(符文怪会藏身在符文矿石中，挖取符文矿石时要时刻注意),击败符文怪@1,8,M_3892,,200,2,4,,,,,,3004030,0,200040,1,2,#3892,3004028,
3004030,3004,符文怪公敌Ⅲ,击败符文怪@1#r(符文怪会藏身在符文矿石中，挖取符文矿石时要时刻注意),击败符文怪@1,8,M_3892,,1000,3,4,,,,,,3004031,0,200041,1,2,#3892,3004028,
3004031,3004,虚空使徒公敌Ⅰ,击败虚空使徒@1#r(虚空使徒会窃取万物生灵的创造之力，别背对着它),击败虚空使徒@1,8,M_3934,,1,5,4,,,,,,3004032,0,200042,1,2,#3501,3004031,1079
