ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
187,شيانغ إيه,يطبخ شيانغ إيه سفير الشتاء في نجم الطهي، وأنها تعمل بيوم وليلة لتنظيم مهرجان الشتاء. من الانقلاب الشتوي إلى يوم رأس السنة الجديدة، إنها مشغولة دائما، وقبل أن تدرك ذلك، كان العام الجديد هنا مرة أخرى!,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,آثار أقدام: بقي أقدام الضأن أينما تمشي.,@Null@,,,
188,تينغ هواي,"A much anticipated child prodigy talent, became enlightened when he was about to land his dream job, and embarked on the road as a wandering barefoot scholar. After helping the disciples of Stargate by chance, he was able to enter the Fairyland and started the journey of the fantasy version of ""Peach Blossom Spring""...",@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,آثار الجسم: أوراق الخيزران تطفو على الجسم!,@Null@,,,
189,أسد درانس درانس,@Null@,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,أقدام: اترك آثار أقدام الكوبية أينما كنت تمشي.,@Null@,,,
190,خلية النحل,لا يوجد رضيع تمطر من السماء! هذا هو تعويذة العسل. كعضو جديد في المدينة، أثارت العناية به الجميع. كل يوم اثنين في الساعة التاسعة صباحا، هناك دائما جرة من العسل الطازج على عتبة الجميع. الجميع يقول أن هذا هو أفضل عسل أكلوه على الإطلاق.,تحصل عليها في جاشابون,أفاتار: فكّ قفل الصورة الشخصيّة,أقدام: يترك آثار أقدام العسل أينما كنت تمشي.,#cda5b0aيقتصر  على إخراج صندوق هدايا Dream Building #n,,,
191,إله شين,ماجستير في العالمين الخارجي وسيم للغاية، مثل الخالد المنفي. جيد في أوهام، غالبا ما يتحول إلى رافعة للهروب من العالم. يبدو أن هناك هوية غامضة غير معروفة للغرباء الذين قريبون جدا من الجنية القمر، وهم يخافون معظمهم من غضبهم.,تحصل عليها في جاشابون,أفاتار: فكّ قفل الصورة الشخصيّة,آثار الجسم: هناك أورا زرقاء تطفو حولها!,@Null@,,,
192,يان يان,أصغر ابنة عشيرة فوكس، و Cang هونغ، جبل السيوف السلبي، هي صديق طويل الأجل. تتأثر CANG HONG، وهي لا تحب السحر والتكنولوجيا، ويحب أن الكمان مع جميع أنواع الأدوات الميكانيكية، مما يجعلها تبدو وكأنها خطيرة في العشيرة. ومع ذلك، فإن يون يان لا يهتم، وأشخاص آخرين لا يعرفون التكنولوجيا وما مدى مذهلة!,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,آثار الجسم: قلوب الوردي تطفو حولها!,#cda5b0aيقتصر  على إخراج صندوق هدايا Dream Building #n,,,
193,cang هونغ,"أقصى درجة غامضة ""السيف الخالد""، بالإضافة إلى اسم cang هونغ تداول في الساحة، لا أحد يعرف عمره وأصله والإقامة. يقال أن سيفه سيف خالد. عندما تأرجح، يضيء جسم السيف مع الضوء الخلود، والذي يمكن أن يقطع كل شيء. ولكن ما هو معروف قليلا هو أن هذا السيف جاء بالفعل من نجم غوماندا ...",@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,آثار الجسم: يضيء الجسم مع الخفيفة الجنية!,#cda5b0aيقتصر  على إخراج صندوق هدايا Dream Building #n,,,
194,كاترينا,"كم من الوقت استغرقك أن تنسى الشخص الذي أحببته مرة واحدة؟
لقد أمضت 500 عام متجمع كبريد من الظلام، في انتظار وصوله إلى الهاوية لا حصر لها ليلا ونهارا. في كل ليلة وحيدة، تحولت إلى راقصة أوندد، فقط لرؤيته واحدة آخر مرة.",@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,تأثيرات الجسم: الفراشات تطفو حولها!,@Null@,,,
195,البنت العنكبوتية,"أحب أن أضع نفسي في عين الثور، لأن الثانية المقبلة، لا يمكن لصناعة الذكية الحصول على أي مكان.
لا يوجد أمل في الهروب، من الأفضل التخلي عن المقاومة. بعد كل شيء، أحلى حلم في العالم هو الويب الذي نسجه.",@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,آثار الأقدام: تترك آثار أقدام العنكبوت أينما تمشي.,@Null@,,,
196,ميراندا,امنحني الحكمة والقوة. تغذي الشمس الحمراء الناري كل الأشياء. أنا ، الذي أُطلق عليه اسم إلهة الشمس ، أدعو بصدق ألا ينطفئ نور الحياة أبدًا.,@Null@,تأثيرات الجسم: يمكن التحويل في اللعبة وتبديل الشكل,الصورة الرمزية: فتح صورة الملف الشخصي,تأثيرات الجسم: تشرق الشمس على الجسم!,تشوه: انقر فوق زر التشوه الموجود على اليسار لتبديل الشكل العادي / المجيد!,,
197,بطل الإمبراطور,أقوى درع في الكون اللامتناهي هو الإمبراطور. هو فوق الملك. الوحش الأول والأول.,@Null@,تأثيرات الجسم: يمكن التحويل في اللعبة وتبديل الشكل,الصورة الرمزية: فتح صورة الملف الشخصي,آثار الأقدام: اترك آثار أقدام الإمبراطور الطوطم أينما تمشي.,تحويل: انقر فوق زر التحويل الموجود على اليسار للتبديل إلى النموذج العادي / النهائي!,,
198,هو شينيو,"سيد فنون القتال الذي يلكم ويجمع الكنوز البراقة!
إنها جميعها المفضلة من السبائك الكبيرة والعملات النحاسية إلى الزجاج الصغير.
أظهر لي صدقك وسوف أشاركك في تألق!",@Null@,الصورة الرمزية: فتح صورة الملف الشخصي,آثار الأقدام: تترك آثار أقدام المحفظة أينما تمشي.,@Null@,,,
199,هو شياو فنغ,اخترقت الرياح الهواء. حرك الدم القلب. تحدى نفسك. لا تخافوا! تحدى نفسك! ربط أصابعك ، آلاف الحركات ، دعنا نذهب!,@Null@,الصورة الرمزية: فتح صورة الملف الشخصي,آثار الأقدام: تُترك آثار أقدام النمر أينما تمشي.,@Null@,,,
200,إيفلين,عبور التيار ، والمشي عبر الجبال ، والاستماع إلى تقطيع الطيور ، ورائحة الزهور البرية. إذا شردت فراشة في جيبي ، فلا تخف! سوف أحررك.,@Null@,الصورة الرمزية: فتح صورة الملف الشخصي,تأثيرات الجسم: الفراشات الوردية تطفو على الجسم.,@Null@,,,
201,تيرين,الحقيقة مخفية في الغابة. اللغز يختبئ وراء التلال. تأتي المعارف من العقل الذكي ، ولكن الحكمة تتألق من خلال الممارسة!,@Null@,الصورة الرمزية: فتح صورة الملف الشخصي,تأثيرات الجسم: الفراشات البرتقالية تطفو على الجسم.,@Null@,,,
202,الصقيع,شعر رقيق يشبه السحابة ، عيون متلألئة تشبه الجواهر ، دبابيس شعر لامعة تشبه الفراشة. أنت حلوة مثل حلوى القطن! تعال وانغمس معي في الفرح في هذا البحر السحابي الخفيف والناعم.,@Null@,الصورة الرمزية: فتح صورة الملف الشخصي,تأثيرات الجسم: أعشاب من الفصيلة الخبازية تطفو على الجسم.,#cda5b0aيقتصر  على إخراج صندوق هدايا Dream Building #n,,,
203,فراشة زهرة الجنية,@Null@,@Null@,الصورة الرمزية: فتح صورة الملف الشخصي,تأثيرات الجسم: فراشات أرجوانية تطفو على الجسم.,@Null@,,,
204,بطل اللهب,"العنصر الخامس ، النار ، لديه أكبر قدر من القدرة والإمكانات.
الدرع الوحيد الذي يسمح لشخصين بالاستدعاء في نفس الوقت. إنه الدرع مع أبطأ استهلاك للقدرة.",@Null@,الصورة الرمزية: فتح صورة الملف الشخصي,آثار الأقدام: تُترك آثار أقدام Flame Hero أينما تمشي.,@Null@,,,
205,ملكة الكرنفال,أشرق فساتين الرقص مطعمة بألماس لا يحصى من الماس والترتر مع الذهب في الشمس المشرقة؛ كانت ملكة الكرنفال في معنويات عالية، والغناء والرقص في موسيقى الرقص. ينسى كل من الراقصين والمتفرجين جميع مشاكلهم في الغناء والرقص من الكرنفال.,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,أقدام: ترك آثار أقدام الشريط الملونة أينما كنت تمشي.,@Null@,,,
206,الخيزران دوين,الأسود والأبيض هما التطابق المثالي. أنا معجب بك وبامبوك الأخضر! لا تفهموني خطأ ، لن أكلك ~,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,@Null@,@Null@,,,
207,بطل البيسبول,"""على حقل البيسبول، فإن"" الخليط ""و"" جرة ""مذهلة.
المعروف باسم ""أقوى تدفق مزدوج السكين في التاريخ"". """,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,أقدام: ترك آثار أقدام البيسبول أينما كنت تمشي.,@Null@,,,
208,موتا,"السباحة بحرية في اعماق البحر.
أنا الطيار في المحيط. أنا أسرع سباح في السماء.
ابحث عني وستجد الحقيقة.",@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,تأثيرات الجسم: فقاعات تتساقط من الجسم.,#cda5b0aيقتصر  على إخراج صندوق هدايا Dream Building #n,,,
209,زهرة النار,"عيد الربيع يقترب وستسمع أصوات الألعاب النارية طوال النهار والليل.
انظروا ، إنها ألعاب نارية! تمنى أمنية معي!",@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,تأثيرات الجسم: أزهار وردية تطفو من الجسم.,@Null@,,,
