ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
383,Buz ve kar prensesi · Evelyn,"Evelyn buz şövalyesidir, kardeşi olarak içine kapanık ve kararlı bir karaktere sahiptir. Ormanda gizlenmeyi sever. Sadece kriz zamanlarında ortaya çıkar ve ablası Eirene için güvenilir bir destektir.",,Avatar: Kilit açma avatarı.,Vücut özelliği: Tüm vücudu saf beyaz kar taneleriyle kaplı!,Özellik: Buz ve kar prensesi herhangi bir dondurma etkisinden etkilenmez!,Avatar çerçevesi: Dinamik avatar çerçevesi otomatik olarak açılır.,,
384,İkiz Balık İsis'in Efendisi,"Su'nun Şiiri, aşkın efsanesi.
Yıldız Denizi'nin amblemi, ruhların çığlığı.
Bu eski okyanus muhafızı hem bir kurtarıcı hem de bir şehittir.",,Avatar: Avatar kilidini aç,Vücut Etkisi: Vücut Balık enerjisiyle sarılır!,,,,
385,İkiz Balık'ın Efendisi Helena,"Balık burcundan doğan, denizden gelen bir haberci.
Gözyaşları geniş okyanusa düşer, balıklar kederi tadarken.
Gökyüzündeki yıldızlar arasında, balıkların fısıltısına dans eder.",,Avatar: Avatar'ı Aç,Vücut Etkisi: Vücut Balık enerjisiyle sarılır!,,,,
386,Boşluk Koruyucusu Serina,"Kozmik boşluğun bu gecesinde, deste karılıyor. 
Zaman döngüsü, kabuslar kuşatıyor ve kötülük savaşı yaklaşıyor. 
Karanlıkta soluk bir gölgeyim, darbem hızlıdır.",,"Özel Dönüşüm: Oyunda morfoloji deneyimi, görünümünüzü ve statünüzü değiştirin!",#cda5b0aKostüm Degiştir: Boşluk Gölgesi kıyafetine geçin. Önizleme için sol düğmeye tıklayın.#n,Dönüştür: Canavara dönüşmek için sol düğmeye tıklayın.,#cda5b0aÖzel Seslendirme: Haritada özel seslendirme çalacak. Dinlemek için sol düğmeye tıklayın! # n,Avatar Çerçeve: Özel Avatar Çerçevesi almak için cildi açın!,
387,Boşluk Gölge Serina,"Gece boyunca dağılmış yıldızlar boşluk enerjisiyle dolu. 
Gecede bir mezar taşı, yeniden diriliş büyüsünü fısıldıyor. 
Dans eden uzun saçlar gölge zırhımı örüyor.",,"Özel Dönüşüm: Oyun içi morfing deneyimi yaşayın, görünümünüzü ve durumunuzu değiştirin!",#cda5b0aKostüm Değiştirme: Boşluk Muhafızı kıyafetine geçin. Önizleme için sol düğmeye tıklayın. #n,Dönüş: Bir yaratığa dönüşmek için sol düğmeye tıklayın.,#cda5b0aÖzel Seslendirme: Özel seslendirme harita içinde çalacak. Dinlemek için sol düğmeye tıklayın! #n,Avatar Çerçeve: Özel Avatar Çerçevesi elde etmek için kilidi açın!,
388,Zarif Çiçekler,"Oyun içinde kaderi değiştirir, gerçekte vatanını korursun.
Ben Çiçek Prensesiyim, Kioskin içinde dans ediyorum.
- Hunan Operası""Çiçek Prensesi"" işbirliği derisi",,Avatar: Avatar kilidi aç,Vücut etkisi: Çiçekler senin etrafında!,,,,
389,Long Yu,"Sınavlarda her şeyi anlamak, her zaman doğru tahmin etmek, her zaman geçmek, şanslı yıldızlar parlıyor~",,Profil resmi: Kilitli profil resmi.,Vücut efekti: Vücudu altın paralar kaplamış gibi görünüyor!,,,,
390,Li Yao,"Balık sadece yedi saniyelik bir hafızaya sahip derken kim demiş! Aman Tanrım, şimdi kim bu kırmızı zarfı verdi?",,Avatar: Kilitli avatar.,Vücut efekti: Altın yıldızlar gövdede yüzüyor!,,,,
391,,,,,,,,,
392,,,,,,,,,
393,,,,,,,,,
394,Berry Sweetheart,"Berry Sweetheart'ın gerçek kimliği, meyve kek cüceleri olarak oynadığı rolde yatar. Yeteneklerini gizlemekten zevk alır, ancak kimse yokken sadece onları ortaya çıkarır. Gizlice büyü kullanarak uzun bir bankta tatlı kekler yaratır.",,Avatar: Avatar Kilidi Açıldı,Gövde Etkisi: Vücut meyvelerle kaplanmış!,,,,
395,Angelica,"Angelica, göksel alemden bir elçi olarak hizmet verir. Misyonu ölümlülere sevgi ve umut mesajları iletmektir. İyileştirme güçleri sayesinde, insanların yaralarına bakar, kalplerine sıcaklık ve ışık getirir.",,Avatar: Avatar Kilidi Açıldı,Vücut Etkisi: Sizi iyileştirici enerji sarıyor!,,,,
396,Mini - Alaca Savaş Uçağı,"Hız ve ateş gücünü önceliklendiren mekanik bir yaşam formu. Tüm alacası vücudu yüksek hızlı bir savaş uçağına benziyor. Gövdesinin her iki tarafına dört enerji bıçağı entegre edilmiş, düşmanları dilimlemeye hazır.",,Avatar: Avatar'ı açmak için,Vücut Etkisi: Alevler bedenin etrafında dans ediyor!,Dönüştürme: Savaşçı jet moduna dönüştürmek için düğmeye tıklayın.,,,
397,Ejderha Modası,"Olağandışı bir trendsetter olarak, hayalleri topraklar boyunca taşır ve yeniliği arayanlara fırsatlar sunar.",,Avatar: Avatarı Aç,Cilt Etkisi: Altın paraların yağmuru çevresinde kaskatlı kalır!,,,,
398,Fitter,"Fitter'ın babası, Norland kıtasının suikastçı klanının lideridir. Ebeveynleri Boşluk yaratıklarıyla savaşırken kaybolduğunda, Fitter onları bulmak için gizemli Boşluk diyarına doğru maceraya atılmaya başladı.",,Avatar: Avatar Kilidi açıldı,Vücut Etkisi: Boşluk gücü vücudun etrafında dolaşıyor!,,,,
399,Eilo,"Norland Okulu'ndaki iyi bir öğrenci ve ebeveynleri tarafından korunan bir ""küçük prenses"" olan Eilo, beklenmedik bir şekilde Boşluk boyutuna girebilme yeteneğini kazandı. Fitter tarafından yönlendirilen Eilo, Fitter ile birlikte Boşluk yaratıklarını avlayan yetenekli bir kadın suikastçı haline geldi.",,Avatar: Avatar Kilidi Açıldı,Vücudun çevresinde Boşluk gücü dolaşıyor!,,,,
400,Lantern Kız,"Lantern Kız, rustik bir köyde doğup büyümüştür ve ailesinden nesiller boyunca geçen fener ustalığını devralmıştır. Genç yaşta dedesinin çıraklığına başlayarak fener yapımındaki sanatın inceliklerine daldı. Bu zanaatı ustalaşması eşsizdir ve çeşitli malzemeleri ve teknikleri ustaca harmanlayarak karakteristik fenerler yaratır. Kararlılığıyla her bir yaratıcıya duygular yükleyip, büyüleyici bir varlıkla hayat verir.",,Avatar: Avatarı Açın,Vücut Etkisi: Etrafınızda sarı çiçekler var!,,,,
401,YıldızHızı,"StarSpeed, ""Yıldız Express"" çalışanı olan bir uzay kuryesi, paketleri gezegenler arasında taşımanın hayati görevini üstlenir. Evrenin uyum ve refahını sürdürmede çalışmasının önemli bir rol oynadığına inanarak, kozmik genişlikleri geçer. Her gezegen ekosisteminin benzersizliğini kabul ederek, her paketin güvenli ve zamanında teslimatını sağlamak için şirket protokollerini özenle takip eder.",,Avatar: Avatarı Açın,"Ayak İzi: Nereye giderseniz gidin, interstellar express ayak izleri bırakır.",,,,
402,Turuncu Kız,"Turuncu kız, etrafındaki dünyadan kolayca etkilenen hassas bir ruha sahiptir. Duygularını ifade ederken göz yaşları kolayca akar, ama bunlar zayıflığın bir işareti değildir; aksine, gerçek hislerini ortaya çıkarırlar. Derin bir sevecenlik besler ve herkese samimiyet ve sevgiyle yaklaşır. Utangaç görünebilir, ancak zorluklarla karşı karşıya kaldığında cesareti ve dayanıklılığı parlak bir şekilde ortaya çıkar.",,Avatar: Avatarı Açın,Ayak İzi: Yürüdüğünüz her yerde yengeç ayak izleri bırakır.,,,,
403,Ink Bamboo (Kalıcı),"Ink Bamboo, bir mürekkep tablosunda yaşayan bir peri. Yalnızca sadık arkadaşı olan bambu ve güvendiği itaatkar arkadaşı mürekkepten başka kimseyle birlikte sessiz bir hayat sürer. Resimleri sürekli ve geniş bir kaliteye sahip, bambuda doğal olarak bulunan zarafeti ve direnci etkileyici bir şekilde yansıtıyor.",,Avatar: Avatarı Açın,,,,,
404,Komet,"Komet olağanüstü pilotaj becerileri ve gelişmiş uzay navigasyon yetenekleriyle öğünür. Uzay aracı, aralıksız interstellar uzayda hızla kayar ve her zaman hedefine hassas bir şekilde ulaşır. Ayrıca, çeşitli uzay araçlarını ve mekanik ekipmanları onarma ve bakım konusunda uzmandır.",,Avatar: Avatarı Açın,Vücut Etkisi: Senin etrafında yıldızlar var!,,,,
405,Crimson Guardian,"Çin geleneksel kültüründe ejderha uzun zamandır güç ve iyi şans simgelemiştir. Hasbro tarafından özel olarak Yılın Ejderha Yılı için tasarlanan sınırlı sayıda [Crimson Guardian], bu uğurlu yılda cesurca zorluklarla yüzleşmenizi ve engelleri aşmanızı davet ediyor!",,Avatar: Avatarı Açın,Vücut Efekti: Ateşler sizi sarar!,Dönüştür: Robot ve araç formları arasında geçiş yapmak için sağdaki düğmeye tıklayın!,Ayak İzi: Yürüdüğünüz her yerde ejderha ayak izleri bırakır.,,
406,Cherry Insight,"Cherry Insight, vişne çiçeklerinin özelliklerini taşıyan nazik ve saf kalpli bir çocuktur. Her kiraz çiçeğinin kendi benzersiz hikayesini taşıdığına inanır ve bu öyküleri dinlemeye istekli olan kişidir.",,Avatar: Avatarı Açın,Ayak İzi: Yürüdüğünüz her yerde yaprak çiçeği izleri bırakır.,,,,
407,Bahar Kirazı,"Bahar Kirazı, şiirsel bir resim gibi çiçek açtığı zaman her yıl kaderiyle karşılaşma şansını heyecanla beklediği, kiraz çiçekleriyle çevrili bir kasabada yaşar.",,Avatar: Avatarı Açın,Ayağınızın altında yaprak izleri bırakan iz:,,,,
408,Frey,"Frey, güneş ışığının ve hasatın gözetlediği tanrı, canlılık ve enerjiyi dünyaya verir. Aynı zamanda savaşlarda da arkadaşlarını yönetmekten sorumludur. Bu yoğun çatışmalar aracılığıyla, büyük bir tanrı olarak parlaklığı ve onuru sarsılmaz bir şekilde ortaya çıkar.",,Avatar: Avatarı Açın,Vücut Etkisi: Kutsal rune'lar etrafınızda!,Ayak İzi: Yürüdüğünüz her yerde güneş ayak izleri bırakır.,,,
409,Berry Bereketi Lin Yun,"Lin Yun, kötülüğü yok etmekle görevlendirilmiş bir koruyucu tanrıçası, ölümlü dünyayı koruma göreviyle yüklüdür. Silahları olarak bilgelik ve cesaret ile, prensipleri olarak ise iyilik ve adaletle yönlendirilerek, dünyanın uyum ve huzurunu sağlar.",,Avatar: Avatarı Açın,Vücut Etkisi: Çilekler vücudu sarmalıyor!,,,,
410,Donut Tavşanı Yue Po,"Yue Po, olağanüstü becerilere ve geniş bir zenginliğe sahip bir tavşan, bilinmeyen dünyayı keşfetme arzusuyla yanıp tutuşuyor. Yeni ve ilginç deneyimler bulma hevesiyle geniş alanlarda dolaşmaktan zevk alıyor.",,Avatar: Avatarı Açın,Vücut Etkisi: Krem peyniri vücudu sarmalıyor!,,,,
411,,,,,,,,,
