ID,任务名,任务描述,任务追踪
4004022,바다를 정복하십시오!,"""바다 아래 30,000마일"" 목표에서 모든 임무를 완료하십시오.","""바다 아래 30,000마일"" 목표에서 모든 임무를 완료하십시오."
4005001,빙원에 도착,미라 스타의 빙원 생태 #r에 들어가십시오 (빙원 지역은 일년 내내 눈으로 덮여 있으며 표면의 동식물은 드물지만 여전히 강한 사람들이 살고 있습니다 ...),미라 행성에서 얼음 밭 찾기
4005002,웜 슈트,@item_12312#@1#r과 같은 모든 종류의 차가운 장비를 처리하고 착용하십시오(빙원 지역의 온도는 매우 춥습니다. 따뜻하게 유지하기 위해 주의),모든 종류의 겨울 장비 가공 및 착용
4005003,눈 덮인 산기슭에 도착,미라 스타 (Mira Star)의 스노우 마운틴 바텀 에코 #r (올라갈 준비를하세요! 빅 스노우 마운틴 (Big Snow Mountain) 주변에 구멍을 뚫을 수있는 좋은 기회가 있습니다. 등반 중에 동굴을 찾으십시오!),미라 스타 (Mira Star)의 눈 덮인 산 바닥의 생태 속으로 들어가십시오.
4005004,메인 피크 오르기,밀라 스타 #r (Mila Star )의 눈 덮인 산의 주요 봉우리 생태에 발을 들여 놓으십시오.,밀라 스타 (Mila Star)의 눈 덮인 산의 주요 봉우리의 생태에 발을 들여 놓으십시오.
4005005,외계 방문자?,눈 덮인 산의 주요 봉우리에 자리 잡은 얼음 유성 트롤#r 물리치십시오(빙원의 마을 사람들은 일년 내내 얼음 유성 트롤에 감염되었습니다. 그를 물리칠 수 있다면 마을 사람들은 당신에게 매우 감사할 것입니다),얼음 유성 트롤을 물리치세요
4005006,차가운 악을 쫓아내십시오,해동된 빙원 마을 사람들에게 먹이주기 @item_12534#@1#r (@item_12534#을 먹으면 유기체가 체온을 회복하는 데 도움이 됨),빙원의 야생 마을 사람들에게 먹이를 주세요 @item_12534#@1
4005007,명령 인프라,마을 사람들에게 #r 집을 짓도록 지시하십시오 (@item_150005 #을 배치 한 후 건축 도면을 @item_150005 #에 넣고 필요한 재료를 채우면 노동자 마을 주민이나 노동자 야만인 파트너에게 집을 짓도록 지시 할 수 있습니다),마을 사람들에게 집을 짓도록 지시하십시오.
4005008,피가 끓는다,#r 강화하기 위해 @item_150001# 또는 @item_150000#에 @item_1389#을 넣습니다(마을 사람들이 @item_1389#으로 토템을 지나갈 때마다 피가 끓고 일에 대한 동기가 크게 높아집니다),보강을 위해 @item_150000#에 @item_1389#을 넣습니다.
4005009,하위 봉우리 오르기,미라 스타의 스노우 마운틴 서브 피크 에코 #r에 발을 들여 놓으십시오 (밀라 스타의 다른 산에 비해 스노우 마운틴은 정말 높습니다),밀라 스타 (Mila Star)의 눈 덮인 산 하위 봉우리의 생태에 발을 들여 놓으십시오.
4005010,눈의 축복,#@1#r @item_764 모으십시오 (운이 좋으면 설산의 두 번째 봉우리에서 @item_764#을 찾을 수 있습니다.) 룬 인레이의 부재료로 [대피소] 유형의 효과를 얻을 수 있음),수집 @item_764 #@1
4005011,폴리 장갑,처리 @item_11231 #@1#r(@item_11231#을 사용하면 snowball로 이동하여 플레이할 수 있음),처리 @item_11231 #@1
4005012,눈사람 만들기,@item_11231#Snowballs를 사용하여 눈사람 생성#r(두 개의 눈덩이가 쌓이면 눈사람이 만들어집니다),@item_11231#Snowball을 사용하여 눈사람 생성
4005013,생명에 생명을 불어넣다,@item_12710#를 사용하여 눈사람 #r 활성화합니다(얼음 정령 가드를 물리친 후 얻은 @item_12710#에는 여전히 생명력의 일부가 있으며 눈사람에 넣어 생명을 줄 수 있습니다),@item_12710#를 사용하여 눈사람 활성화
4005014,극을 정복하라,Polar Journey 목표의 모든 미션을 완료하세요,Polar Journey 목표의 모든 미션을 완료하세요
